Question,Correct Answer,Guess,Similarity,Accuracy,Comments
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,columbus,5,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,dalton,6,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,daton,6,1,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,dayton,7,1,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,daytona,6,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,destin,6,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,geneva,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,hache,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,hampton,6,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,newton,3,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,not sure,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,oakland,3,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,ohio,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,ohio city,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,oson,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,sansung,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,south rafield,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,springer,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,tenessee,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,toledo,3,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,toler,1,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,trenton,5,0,
In which Ohio city was the 1995 Bosnian peace accord signed in?,Dayton,washburn,1,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,argentenia,6,1,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,argentia,7,1,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,argentina,7,1,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,argentine,6,1,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,argentinia,7,1,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,bolivia,6,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,brazil,6,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,britain,3,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,chile,6,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,columbia,5,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,cuba,3,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,france,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,germany,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,greece,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,honduras,4,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,italy,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,japan,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,macedonia,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,mexico,3,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,not sure,1,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,peru,3,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,poland,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,portugal,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,spain,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,sweden,2,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,venezuala,4,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,venezuela,4,0,
Motor racing's Juan Manuel Fangio came from which country?,Argentina,venezula,4,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,alabama,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,alexandria,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,apollo,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,apollo 11,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,apollo 13,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,apollo 8,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,apollo 9,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,arizona,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,atlantis,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,beagle,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,bitonica,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,blue birdy,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,bortanic,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,carter,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,challenger,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,chipper,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,clarajane,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,contitution,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,cookes,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,coral sea,4,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,dart,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,delta shuttle,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,destroyer,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,eagle,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,eisenhower,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,enterprise,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,explorer,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,fortress,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,freedom,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,goru,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,green,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,harmony,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,helper,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,henry,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,hero,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,his own ship,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,hornet,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,indianapolis,4,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,intrepid,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,j rs jones,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,john adams,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,kelso,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,liberty,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,lucy,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,lunar,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,lunar 1,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,manhattan,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,maris,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,mars,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,nautilus,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,nero,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,not sure,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,odyssey,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,peabody,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,plymouth,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,potomac,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,rocket ship 12,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,roosevelt,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,rover,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,russet,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,s.s. eisenhower,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,seagull,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,serenity,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,ss constellation,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,ss delware,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,ss minnow,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,ss moonshot,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the believer,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the enterprise,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the forever,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the galaxy,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the hornet,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the missouri,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the uss enterprise,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the victory,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,the woman,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,titanic,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,todin,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,u.s.s. kittyhawk,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,us missouri,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,us one,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss constitution,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss eisenhower,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss enterprise,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss hornet,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss intrepid,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss iowa,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss jon jay,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss lincoln,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss maine,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss missouri,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss monarch,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss nixon,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss patriot,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss sequoia,4,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss virgina,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,uss washington,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,victory,5,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,viking,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,viper,2,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,voyager,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,washington,3,0,
On which ship did President Nixon welcome the astronauts back from the Moon?,Hornet,wasp,6,0,
The forint is the monetary unit of what central European country?,Hungary,albania,5,0,
The forint is the monetary unit of what central European country?,Hungary,argentina,3,0,
The forint is the monetary unit of what central European country?,Hungary,austria,5,0,
