mergecolumn,Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What city's worker-student protests of 1968 resulted in a 33 percent rise in the national minimum wage? new york,In what city is Texas State University?,San Marcos,fort wayne,1,0,
What is the name of the goldfish in 'Pinocchio'? goldie,In what city is Texas State University?,San Marcos,houston,3,0,
What's the first word uttered in Citizen Kane? hello,In what city is Texas State University?,San Marcos,huntsville,1,0,
Who was the first democratically elected president of Russia? putin,In what city is Texas State University?,San Marcos,huston,3,0,
What state shares its border with the most states? north carolina,In what city is Texas State University?,San Marcos,las salas,3,0,
What group's lead guitar player is known for his amps with control knobs that go up to 11? metallica,In what city is Texas State University?,San Marcos,los salvos,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon? washington,In what city is Texas State University?,San Marcos,macon,3,0,
Who was the U.S. president when the first edition of the Farmer's Almanac was published? abraham lincoln,In what city is Texas State University?,San Marcos,marcos,6,0,
What's the unit of capacity for fuel wood? joules,In what city is Texas State University?,San Marcos,nogales,3,0,
What is the most commonly known tryptamine? turkey,In what city is Texas State University?,San Marcos,not sure,1,0,
Who was the first solo female host of the Academy Awards Ceremony? madonna,In what city is Texas State University?,San Marcos,rosco,3,0,
What was actor Lon Chaney also known by? two chain,In what city is Texas State University?,San Marcos,san,2,0,
Who was first to publish the theory that the Earth revolves around the sun? einstein,In what city is Texas State University?,San Marcos,san andreas,1,0,
Whose 1991 autobiography was called 'And The Beat Goes On'? prince,In what city is Texas State University?,San Marcos,san antonino,4,0,
What is the name of the composer who wrote Don Giovanni? beathoven,In what city is Texas State University?,San Marcos,san antonio,4,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? elton john,In what city is Texas State University?,San Marcos,san barbos,1,0,
What is the second largest island in Europe? greenland,In what city is Texas State University?,San Marcos,san carna,1,0,
What is 10% of the salt mined in the world used for in America? table salt,In what city is Texas State University?,San Marcos,san juan,1,0,
Who invented the radio? ben franklin,In what city is Texas State University?,San Marcos,san marceo,6,ambiguous,
What British group got its name from the title of a 1950 Muddy Waters song? muddy water,In what city is Texas State University?,San Marcos,san marco,6,ambiguous,
What is the name of Roy Rogers' horse? bud,In what city is Texas State University?,San Marcos,san marcos,7,1,
What is 'Turdus migratorius' better known as? turtle,In what city is Texas State University?,San Marcos,san mateo,1,0,
What is the genus of the seahorse? isopod,In what city is Texas State University?,San Marcos,san miguel,1,0,
What are you shopping for if you're sized up by a Brannock Device? ring,In what city is Texas State University?,San Marcos,san monica,1,0,
What is the most shoplifted book? dictionary,In what city is Texas State University?,San Marcos,san montos,1,0,
What type of material constitutes at least half of all toothpastes? chloride,In what city is Texas State University?,San Marcos,san morjas,1,0,
What was the first war in which one jet plane shot down another? world war i,In what city is Texas State University?,San Marcos,san pedro,1,0,
What do birds rely on to swallow? gizzard,In what city is Texas State University?,San Marcos,san sorento,1,0,
What is the most common cactus? nopales,In what city is Texas State University?,San Marcos,son hayo,1,0,
What is the state flower of North Dakota? daisy,In what city is Texas State University?,San Marcos,suarang,1,0,
What fraternity was George W. Bush in? delta,In what city is Texas State University?,San Marcos,texas,1,0,
Where was Seth MacFarlane born? iowa,In what city was the movie 'Leprechaun' shot?,Saugus CA,anuoch california,4,0,
What cartoon character did Walter Lantz create? woody woodpecker,In what city was the movie 'Leprechaun' shot?,Saugus CA,atlanta,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? queen paradise city,In what city was the movie 'Leprechaun' shot?,Saugus CA,bakersfiled,1,0,
What color is Mary Jane's shirt during the rain kiss in the first Spider-Man movie? yellow,In what city was the movie 'Leprechaun' shot?,Saugus CA,berlin,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? we will rock you,In what city was the movie 'Leprechaun' shot?,Saugus CA,boga ca,4,0,
What was the name of the lunar module that landed the first man on the moon? apollo 11,In what city was the movie 'Leprechaun' shot?,Saugus CA,boston,1,0,
What body part is low-density lipoprotein most likely to clog? ear,In what city was the movie 'Leprechaun' shot?,Saugus CA,boston ma,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? harry truman,In what city was the movie 'Leprechaun' shot?,Saugus CA,brea,1,0,
What was the name of the first probe to send back pictures from Mars? lunar 1,In what city was the movie 'Leprechaun' shot?,Saugus CA,brooklyn,1,0,
Who hosted the 1994 MTV Movie awards? adam sandler,In what city was the movie 'Leprechaun' shot?,Saugus CA,ca,4,0,
What vice president was accused of being drunk when sworn in? andrew jackson,In what city was the movie 'Leprechaun' shot?,Saugus CA,ca.,4,0,
What's the name of the main airport in Madrid? maxto cada,In what city was the movie 'Leprechaun' shot?,Saugus CA,california,4,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? emma ingram,In what city was the movie 'Leprechaun' shot?,Saugus CA,california town,4,0,
What is Mark Twain's real name? samuel clemsen,In what city was the movie 'Leprechaun' shot?,Saugus CA,caspus ca,4,0,
Which horse was Horse of the Year from 1960 to 1964? peulo,In what city was the movie 'Leprechaun' shot?,Saugus CA,causa california,4,0,
What cartoonist has had three insect species named after him? jack johnson,In what city was the movie 'Leprechaun' shot?,Saugus CA,chicago,1,0,
In what city was the movie 'Leprechaun' shot? anuoch california,In what city was the movie 'Leprechaun' shot?,Saugus CA,cleveland,1,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? michael johnson,In what city was the movie 'Leprechaun' shot?,Saugus CA,columbus oh,1,0,
Who invented the steamboat Clermont? john clermont,In what city was the movie 'Leprechaun' shot?,Saugus CA,copelan ca,4,0,
Who wrote the Star Spangled Banner? francis scott keys,In what city was the movie 'Leprechaun' shot?,Saugus CA,dallas,1,0,
What was the B-17 long-range bomber nicknamed in World War II? eagle,In what city was the movie 'Leprechaun' shot?,Saugus CA,dayton,1,0,
Who is the voice of Gary the snail on Spongebob Squarepants? tom peton,In what city was the movie 'Leprechaun' shot?,Saugus CA,deroit,1,0,
Who wrote the song 'I Love Paris'? paul glisham,In what city was the movie 'Leprechaun' shot?,Saugus CA,detroit,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? roger rang,In what city was the movie 'Leprechaun' shot?,Saugus CA,dublin,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? bhubbo,In what city was the movie 'Leprechaun' shot?,Saugus CA,harry,1,0,
In what city is Texas State University? san antonino,In what city was the movie 'Leprechaun' shot?,Saugus CA,hollywood,4,0,
The forint is the monetary unit of what central European country? lithuania,In what city was the movie 'Leprechaun' shot?,Saugus CA,hollywood california,4,0,
Which hit-making band featured Andy Summers and Stewart Copeland? the police,In what city was the movie 'Leprechaun' shot?,Saugus CA,houston,1,0,
"What U.S. president's face graces a $100,000 bill? woodrow wilson",In what city was the movie 'Leprechaun' shot?,Saugus CA,ireland,1,0,
"What nation's 90-man army is the world's oldest, dating back to 1506? tibet",In what city was the movie 'Leprechaun' shot?,Saugus CA,la,4,0,
What heat-resistant element replaced cotton as the filament of choice in electric light bulbs in 1910? tungent,In what city was the movie 'Leprechaun' shot?,Saugus CA,la california,4,0,
What chemical compound comes from the Greek word for 'primary'? protein,In what city was the movie 'Leprechaun' shot?,Saugus CA,las angeles,4,0,
What president had to read a news ticker to discover that his daughter Luci was engaged? garfield,In what city was the movie 'Leprechaun' shot?,Saugus CA,las vegas,1,0,
For which president was the blueberry jelly bean made? ronald reagon,In what city was the movie 'Leprechaun' shot?,Saugus CA,london,1,0,
Which Tour did Prince begin in 1990? purple,In what city was the movie 'Leprechaun' shot?,Saugus CA,los alamos ca,4,0,
What was the first physician to record case histories of patients? hippocrates,In what city was the movie 'Leprechaun' shot?,Saugus CA,los angelas,4,0,
Who was the first democratically elected president of Russia? belgo ultismo,In what city was the movie 'Leprechaun' shot?,Saugus CA,los angeles,4,0,
On which ship did President Nixon welcome the astronauts back from the Moon? eagle,In what city was the movie 'Leprechaun' shot?,Saugus CA,los angeles ca,4,0,
Who was the U.S. president when the first edition of the Farmer's Almanac was published? george washington,In what city was the movie 'Leprechaun' shot?,Saugus CA,margus,1,0,
Who was the first solo female host of the Academy Awards Ceremony? whitney houston,In what city was the movie 'Leprechaun' shot?,Saugus CA,miami,1,0,
What was actor Lon Chaney also known by? chain,In what city was the movie 'Leprechaun' shot?,Saugus CA,nashvile,1,0,
Who was first to publish the theory that the Earth revolves around the sun? caprinicus,In what city was the movie 'Leprechaun' shot?,Saugus CA,new hampshire,1,0,
Whose 1991 autobiography was called 'And The Beat Goes On'? bill burr,In what city was the movie 'Leprechaun' shot?,Saugus CA,new jersey,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? bob dylan,In what city was the movie 'Leprechaun' shot?,Saugus CA,new york,1,0,
What is 10% of the salt mined in the world used for in America? ice melt,In what city was the movie 'Leprechaun' shot?,Saugus CA,new york city,1,0,
What British group got its name from the title of a 1950 Muddy Waters song? rolling stone,In what city was the movie 'Leprechaun' shot?,Saugus CA,north carolina,1,0,
